,id,timestamp,last_attributed_touch_data_tilde_feature,last_attributed_touch_type,last_attributed_touch_timestamp,last_attributed_touch_data_tilde_campaign_id,last_attributed_touch_data_tilde_creative_id,last_attributed_touch_data_tilde_ad_set_id,last_attributed_touch_data_tilde_keyword_id,event_data_transaction_id,event_data_revenue,event_data_currency,custom_data
0,535235682942789237,1528848357614,,,,,,,,,,,
1,535235395934849415,1528848289197,,,,,,,,,,,
2,535234395549518848,1528848050683,,,,,,,,,,,
3,535234306123251691,1528848029383,,,,,,,,,,,
4,535234362514585572,1528848042804,,,,,,,,,,,
5,535234288510213293,1528848025176,,,,,,,,,,,
6,535234733661946189,1528848131335,,,,,,,,,,,
7,535234302259320189,1528848028432,,,,,,,,,,,
8,535234291731617019,1528848025926,,,,,,,,,,,
9,535236183438410306,1528848476941,,,,,,,,,,,
10,535236279294692969,1528848499812,,,,,,,,,,,
11,535234360002241590,1528848042202,,,,,,,,,,,
12,535236602386096029,1528848576828,,,,,,,,,,,
13,535235087536065370,1528848215664,,,,,,,,,,,
14,535234292205511778,1528848026036,,,,,,,,,,,
15,535234481635298136,1528848071198,,,,,,,,,,,
16,535234542345269235,1528848085675,,,,,,,,,,,
17,535234508680663492,1528848077645,,,,,,,,,,,
18,535235122851548415,1528848224082,,,,,,,,,,,
19,535235531858085787,1528848321648,,,,,,,,,,,
20,535234539987214120,1528848085164,,,,,,,,,,,
21,535235093962244848,1528848217192,,,,,,,,,,,
22,535234873207236291,1528848164565,,,,,,,,,,,
23,535234327954115809,1528848034558,,,,,,,,,,,
24,535235046286799960,1528848205888,,,,,,,,,,,
25,535234405894968907,1528848053146,,,,,,,,,,,
26,535235024480570708,1528848200643,,,,,,,,,,,
27,535234418425741149,1528848056418,,,,,,,,,,,
28,535235571565531839,1528848331066,,,,,,,,,,,
29,535234371926901336,1528848045677,,,,,,,,,,,
30,535235770558935277,1528848378509,,,,,,,,,,,
31,535234772847468179,1528848140638,,,,,,,,,,,
32,535234720024385804,1528848128035,,,,,,,,,,,
33,535238164193025213,1528848949200,,,,,,,,,,,
34,535234781053523908,1528848142586,,,,,,,,,,,
35,535235134644349316,1528848226890,,,,,,,,,,,
36,535238979522465205,1528849143588,,,,,,,,,,,
37,535235782392430143,1528848381344,,,,,,,,,,,
38,535235862493849289,1528848400431,,,,,,,,,,,
39,535235510549836341,1528848316525,,,,,,,,,,,
40,535236178433098258,1528848475746,,,,,,,,,,,
41,535236351847526448,1528848517099,,,,,,,,,,,
42,535234531125485222,1528848083001,,,,,,,,,,,
43,535234826773760801,1528848153511,,,,,,,,,,,
44,535234484320145569,1528848071837,,,,,,,,,,,
45,535234402205212639,1528848052279,,,,,,,,,,,
46,535235032565929965,1528848202553,,,,,,,,,,,
47,535234613654931902,1528848102678,,,,,,,,,,,
48,535235069339778492,1528848211330,,,,,,,,,,,
49,535235105289999866,1528848219892,,,,,,,,,,,
50,535234791856125485,1528848145163,,,,,,,,,,,
51,535236422308026728,1528848533892,,,,,,,,,,,
52,535234637402669942,1528848108377,,,,,,,,,,,
53,535235550554896077,1528848326086,,,,,,,,,,,
54,535234382513622834,1528848047595,,,,,,,,,,,
55,535235747712029764,1528848373056,,,,,,,,,,,
56,535235382518494615,1528848285994,,,,,,,,,,,
57,535239472433238480,1528849261099,,,,,,,,,,,
58,535236796051125172,1528848623012,,,,,,,,,,,
59,535234530918474822,1528848082961,,,,,,,,,,,
60,535234611607476787,1528848102185,,,,,,,,,,,
61,535234902889279118,1528848171631,,,,,,,,,,,
62,535234982436838773,1528848190620,,,,,,,,,,,
63,535234981482791357,1528848190371,,,,,,,,,,,
64,535236258855577255,1528848494923,,,,,,,,,,,
65,535235079384928705,1528848213717,,,,,,,,,,,
66,535235034408792691,1528848203004,,,,,,,,,,,
67,535236378282362502,1528848523402,,,,,,,,,,,
68,535235462047141522,1528848304964,,,,,,,,,,,
69,535235834692046033,1528848393807,,,,,,,,,,,
70,535234895524827163,1528848169888,,,,,,,,,,,
71,535235942803378762,1528848419569,,,,,,,,,,,
72,535234880393599714,1528848166275,,,,,,,,,,,
73,535235131311462282,1528848226100,,,,,,,,,,,
74,535235000329319867,1528848194889,,,,,,,,,,,
75,535236366663171525,1528848520629,,,,,,,,,,,
76,535240361359117747,1528849473054,,,,,,,,,,,
77,535236677411605714,1528848594726,,,,,,,,,,,
78,535235978026322248,1528848427969,,,,,,,,,,,
